full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,neo,pha,diameter,diameter_sigma
194 Prokne (A879 FA),2.617,0.2375,18.51,159.26,163.15,1.995,3.24,4.23,52539,0,3682,,,7.87,N,N,161.667,1.25
195 Eurykleia (A879 HA),2.881,0.0414,6.97,6.97,117.11,2.762,3.00,4.89,50647,0,4162,,,9.18,N,N,93.109,0.72
196 Philomela (A879 JA),3.114,0.0150,7.26,72.30,203.49,3.067,3.16,5.49,52323,0,4052,,,6.64,N,N,144.626,4.08
197 Arete (A879 KA),2.74,0.1632,8.79,81.58,245.99,2.292,3.19,4.53,52472,0,4188,,,9.46,N,N,31.729,0.45
198 Ampella (A879 LA),2.459,0.2280,9.32,268.22,89.16,1.898,3.02,3.86,45540,0,3506,,,8.53,N,N,54.323,0.34
199 Byblis (A879 NA),3.162,0.1825,15.47,88.42,179.68,2.585,3.74,5.62,52428,0,3766,,,8.54,N,N,76.129,0.59
200 Dynamene (A879 OA),2.738,0.1328,6.90,324.26,86.92,2.375,3.10,4.53,52412,0,3530,,,8.45,N,N,128.301,1.95
201 Penelope (A879 PA),2.679,0.1792,5.76,156.91,181.00,2.199,3.16,4.39,52396,0,3894,,,8.48,N,N,85.877,3.14
202 Chryseis (A879 RA),3.07,0.1042,8.85,136.71,359.75,2.750,3.39,5.38,52190,0,3375,,,7.60,N,N,86.15,2.40
203 Pompeja (A879 SA),2.737,0.0596,3.17,347.71,60.04,2.574,2.90,4.53,52209,0,3738,,,8.89,N,N,124.592,1.08
204 Kallisto (A879 TA),2.671,0.1736,8.29,205.08,55.51,2.207,3.13,4.36,52272,0,4326,,,8.93,N,N,48.566,0.26
205 Martha (A879 TB),2.78,0.0372,10.70,211.72,173.62,2.677,2.88,4.64,52330,0,4307,,,9.49,N,N,76.983,0.60
206 Hersilia (A879 TC),2.741,0.0395,3.78,145.04,302.60,2.632,2.85,4.54,52334,0,4105,,,8.83,N,N,113,
207 Hedda (A879 UA),2.284,0.0296,3.80,29.14,192.21,2.217,2.35,3.45,51273,0,4110,,,10.13,N,N,57.880,0.15
208 Lacrimosa (A879 UB),2.891,0.0107,1.74,4.15,128.27,2.861,2.92,4.92,44533,0,4603,,,9.20,N,N,40.056,0.59
209 Dido (A879 UC),3.147,0.0551,7.17,0.64,249.83,2.973,3.32,5.58,52198,0,3983,,,8.29,N,N,179.008,1.06
210 Isabella (A879 VA),2.723,0.1244,5.26,32.56,14.24,2.384,3.06,4.49,50387,0,3941,,,9.42,N,N,86.65,2.30
211 Isolda (A879 XA),3.047,0.1551,3.87,263.18,173.36,2.574,3.52,5.32,52226,0,3818,,,8.03,N,N,141.125,2.49
212 Medea (A880 CA),3.117,0.1029,4.28,312.93,105.32,2.796,3.44,5.5,52216,0,4075,,,8.41,N,N,136.12,2.50
213 Lilaea (A880 DA),2.753,0.1441,6.80,122.02,162.50,2.356,3.15,4.57,52048,0,4045,,,9.01,N,N,82.096,0.94
214 Aschera (A880 DB),2.611,0.0304,3.44,341.93,136.06,2.531,2.69,4.22,52191,0,3974,,,9.32,N,N,24.957,0.15
215 Oenone (A880 GA),2.767,0.0338,1.68,24.90,317.90,2.673,2.86,4.6,52152,0,4423,,,9.52,N,N,35.210,0.40
216 Kleopatra (A880 GB),2.794,0.2513,13.12,215.31,179.72,2.092,3.50,4.67,52130,0,4601,1,0,7.07,N,N,122,30.00
217 Eudora (A880 QA),2.866,0.3104,10.52,162.57,155.17,1.976,3.76,4.85,50145,0,4173,,,9.92,N,N,65.392,0.29
218 Bianca (A880 RA),2.668,0.1167,15.20,170.57,62.44,2.356,2.98,4.36,51997,0,3808,,,8.60,N,N,60.62,1.40
219 Thusnelda (A880 SA),2.355,0.2231,10.86,200.77,142.71,1.829,2.88,3.61,51946,0,4151,,,9.28,N,N,37.674,0.51
220 Stephania (A881 KA),2.348,0.2578,7.60,257.84,78.63,1.743,2.95,3.6,33549,0,4188,,,11.25,N,N,31.738,0.22
221 Eos (A882 BA),3.011,0.1019,10.89,141.74,192.52,2.704,3.32,5.23,50127,0,3741,,,7.80,N,N,95.469,1.68
222 Lucia (A882 CA),3.141,0.1308,2.15,80.12,181.83,2.730,3.55,5.57,45184,0,4530,,,9.70,N,N,55.350,1.04
223 Rosa (A882 EA),3.091,0.1201,1.92,47.54,65.41,2.720,3.46,5.44,50152,0,4369,,,9.90,N,N,79.806,0.31
224 Oceana (A882 FA),2.644,0.0451,5.85,352.75,282.64,2.525,2.76,4.3,50443,0,3679,,,8.68,N,N,58.236,0.82
225 Henrietta (A882 HA),3.394,0.2625,20.85,197.03,103.85,2.503,4.28,6.25,46644,0,4509,,,8.85,N,N,95.934,1.25
226 Weringia (A882 OA),2.711,0.2039,15.97,134.95,153.86,2.159,3.26,4.46,51272,0,4156,,,9.93,N,N,31.494,0.31
227 Philosophia (A882 PA),3.173,0.1931,9.09,325.94,268.88,2.561,3.79,5.65,41995,0,3953,,,9.18,N,N,123.891,1.07
229 Adelinda (A882 QB),3.421,0.1370,2.08,27.83,309.09,2.952,3.89,6.33,50409,0,4294,,,9.24,N,N,105.912,1.78
230 Athamantis (A882 RA),2.382,0.0618,9.45,239.77,139.02,2.235,2.53,3.68,51272,0,2956,,,7.55,N,N,111.332,1.23
231 Vindobona (A882 RB),2.924,0.1546,5.09,350.45,269.19,2.472,3.38,5,50401,0,3649,,,9.64,N,N,73.545,1.41
232 Russia (A883 BA),2.552,0.1742,6.07,152.20,51.84,2.108,3.00,4.08,39839,0,3990,,,10.44,N,N,54.730,0.96
233 Asterope (A883 JA),2.659,0.0997,7.69,221.95,126.55,2.394,2.92,4.34,45732,0,4004,,,8.46,N,N,99.672,1.15
234 Barbara (A883 PA),2.386,0.2451,15.38,144.49,192.38,1.801,2.97,3.68,50856,0,5499,,,9.10,N,N,45.476,0.24
235 Carolina (A883 WA),2.883,0.0611,9.03,65.99,208.02,2.707,3.06,4.89,50747,0,4167,,,8.93,N,N,57.517,0.18
236 Honoria (A884 HA),2.797,0.1906,7.70,185.80,174.24,2.264,3.33,4.68,50674,0,3825,,,8.28,N,N,77.708,1.23
237 Coelestina (A884 MA),2.763,0.0712,9.75,84.22,200.87,2.566,2.96,4.59,50572,0,5004,,,9.20,N,N,41.08,1.40
238 Hypatia (A884 NA),2.905,0.0908,12.42,183.87,210.61,2.641,3.17,4.95,47709,0,4015,,,8.11,N,N,155.659,0.75
239 Adrastea (A884 QA),2.967,0.2364,6.18,180.62,209.76,2.266,3.67,5.11,50506,0,4144,,,10.52,N,N,37.609,0.41
240 Vanadis (A884 QB),2.663,0.2087,2.11,115.06,300.95,2.107,3.22,4.35,50456,0,4342,,,9.20,N,N,87.928,1.62
241 Germania (A884 RA),3.05,0.1047,5.50,270.29,80.42,2.731,3.37,5.33,50426,0,3644,,,7.81,N,N,168.90,3.10
242 Kriemhild (A884 SA),2.861,0.1221,11.35,206.89,278.94,2.512,3.21,4.84,50257,0,4143,,,9.45,N,N,40.802,0.30
243 Ida (A884 SB),2.861,0.0442,1.13,323.60,113.82,2.735,2.99,4.84,50247,0,5029,,,9.98,N,N,32,
244 Sita (A884 TA),2.174,0.1373,2.85,208.93,166.17,1.876,2.47,3.21,50420,0,4228,,,12.03,N,N,11.077,0.02
245 Vera (A885 CA),3.097,0.1975,5.18,61.04,331.74,2.486,3.71,5.45,50361,0,3603,,,7.84,N,N,75.949,2.63
246 Asporina (A885 EA),2.694,0.1087,15.62,162.28,96.21,2.402,2.99,4.42,50174,0,4045,,,8.53,N,N,50.891,0.44
247 Eukrate (A885 EB),2.74,0.2461,24.96,0.05,55.35,2.065,3.41,4.53,50243,0,2825,,,8.33,N,N,130.935,0.51
248 Lameia (A885 LA),2.471,0.0673,4.06,246.64,11.70,2.304,2.64,3.88,50272,0,4860,,,10.33,N,N,50.120,0.31
249 Ilse (A885 QA),2.378,0.2172,9.62,334.69,42.16,1.862,2.89,3.67,50173,0,3839,,,11.28,N,N,34.83,1.10
250 Bettina (A885 RA),3.144,0.1361,12.82,23.81,75.77,2.717,3.57,5.58,50183,0,2972,,,7.57,N,N,120.995,2.21
251 Sophia (A885 TA),3.096,0.0933,10.55,155.87,288.96,2.807,3.39,5.45,50150,0,4374,,,9.91,N,N,27.495,0.20
252 Clementina (A885 TB),3.162,0.0663,10.04,201.92,159.94,2.953,3.37,5.62,50142,0,4256,,,9.82,N,N,65.344,0.31
253 Mathilde (A885 VA),2.648,0.2637,6.74,179.53,157.87,1.950,3.35,4.31,50013,0,5483,1,0,10.41,N,N,52.8,
254 Augusta (A886 FA),2.195,0.1214,4.51,28.43,233.07,1.928,2.46,3.25,49755,0,4339,,,11.73,N,N,12.467,0.14
255 Oppavia (A886 FB),2.746,0.0789,9.46,13.58,154.81,2.529,2.96,4.55,49973,0,3845,,,10.40,N,N,56.939,0.47
256 Walpurga (A886 GA),2.999,0.0651,13.33,182.91,47.72,2.804,3.19,5.19,49917,0,3702,,,9.98,N,N,66.634,0.42
257 Silesia (A886 GB),3.12,0.1122,3.61,34.05,31.82,2.770,3.47,5.51,49967,0,4100,,,9.50,N,N,72.66,2.20
258 Tyche (A886 JA),2.615,0.2053,14.33,207.54,155.63,2.078,3.15,4.23,49895,0,3937,,,8.35,N,N,64.78,1.20
259 Aletheia (A886 MA),3.131,0.1298,10.81,86.79,166.73,2.724,3.54,5.54,45425,0,3537,,,7.90,N,N,174.318,1.05
260 Huberta (A886 TA),3.449,0.1079,6.42,164.94,180.11,3.076,3.82,6.4,42433,0,4852,,,9.22,N,N,101.539,0.94
261 Prymno (A886 UA),2.331,0.0899,3.63,96.58,66.82,2.122,2.54,3.56,38562,0,3939,,,9.51,N,N,50.011,0.53
262 Valda (A886 VA),2.553,0.2116,7.67,38.28,26.17,2.013,3.09,4.08,48307,0,3617,,,11.32,N,N,14.645,0.14
263 Dresda (A886 VB),2.885,0.0788,1.32,216.15,162.81,2.658,3.11,4.9,45553,0,4259,,,10.30,N,N,23.952,0.21
264 Libussa (A886 YA),2.797,0.1359,10.43,49.49,339.83,2.417,3.18,4.68,47406,0,3536,,,8.38,N,N,62.969,0.41
265 Anna (A887 DA),2.42,0.2670,25.65,335.53,251.49,1.774,3.07,3.77,45088,0,3478,,,11.91,N,N,22.767,0.38
266 Aline (A887 KA),2.806,0.1543,13.40,235.81,151.87,2.373,3.24,4.7,48144,0,3694,,,8.81,N,N,109.494,1.00
267 Tirza (A887 KB),2.776,0.1009,6.01,73.60,197.14,2.496,3.06,4.62,42080,0,4213,,,10.27,N,N,55.998,0.64
268 Adorea (A887 LA),3.094,0.1367,2.44,120.85,68.32,2.671,3.52,5.44,46432,0,4365,,,8.51,N,N,144.585,0.89
269 Justitia (A887 SA),2.617,0.2132,5.48,156.71,119.85,2.059,3.18,4.23,48517,0,4396,,,9.78,N,N,50.728,0.24
270 Anahita (A887 TA),2.199,0.1500,2.37,254.30,80.62,1.869,2.53,3.26,45718,0,3515,,,8.85,N,N,51.400,1.50
271 Penthesilea (A887 TB),3.008,0.1050,3.54,335.34,56.76,2.692,3.32,5.22,45769,0,3976,,,9.93,N,N,65.901,0.18
272 Antonia (A888 CA),2.778,0.0290,4.43,37.30,68.85,2.698,2.86,4.63,38128,0,3894,,,10.74,N,N,26.870,0.29
273 Atropos (A888 EA),2.395,0.1599,20.45,158.91,121.29,2.012,2.78,3.71,41180,0,4362,,,10.48,N,N,29.768,0.48
274 Philagoria (A888 GA),3.048,0.1182,3.68,92.74,120.73,2.688,3.41,5.32,45136,0,4458,,,10.06,N,N,27.307,0.39
275 Sapientia (A888 GB),2.77,0.1633,4.76,134.04,39.34,2.318,3.22,4.61,47768,0,4219,,,8.95,N,N,103,
276 Adelheid (A888 HA),3.124,0.0633,21.66,210.98,264.79,2.926,3.32,5.52,45177,0,4286,,,8.62,N,N,114.723,3.28
277 Elvira (A888 JA),2.886,0.0926,1.17,230.99,135.88,2.619,3.15,4.9,45092,0,4077,,,9.93,N,N,30.422,0.07
278 Paulina (A888 KA),2.757,0.1335,7.83,61.69,141.53,2.389,3.12,4.58,48284,0,4307,,,9.43,N,N,32.773,0.25
279 Thule (A888 UA),4.264,0.0439,2.33,71.88,27.43,4.077,4.45,8.81,48256,0,4376,,,8.52,N,N,126.59,3.70
280 Philia (A888 UB),2.941,0.1106,7.44,9.85,89.10,2.616,3.27,5.04,48433,0,4120,,,11.04,N,N,45.69,2.00
281 Lucretia (A888 UC),2.188,0.1318,5.30,31.34,16.85,1.900,2.48,3.24,48497,0,4045,,,11.91,N,N,11.036,0.14
282 Clorinde (A889 BA),2.338,0.0815,9.04,144.88,296.76,2.148,2.53,3.58,45291,0,4098,,,11.03,N,N,39.03,1.00
283 Emma (A889 CA),3.05,0.1444,7.99,303.88,55.63,2.610,3.49,5.33,47131,0,4145,,,8.69,N,N,132.385,0.26
284 Amalia (A889 KA),2.359,0.2214,8.05,233.67,58.03,1.837,2.88,3.62,47287,0,4120,,,10.24,N,N,52.95,2.60
285 Regina (A889 PA),3.089,0.2041,17.61,311.23,14.49,2.458,3.72,5.43,40685,0,3611,,,10.84,N,N,47.156,0.31
286 Iclea (A889 PB),3.192,0.0240,17.94,148.93,210.09,3.116,3.27,5.7,45630,0,4211,,,9.09,N,N,94.30,2.60
287 Nephthys (A889 QA),2.353,0.0226,10.04,142.32,120.37,2.300,2.41,3.61,48689,0,4234,,,8.34,N,N,59.615,1.28
288 Glauke (A890 DA),2.761,0.2058,4.34,120.11,84.43,2.192,3.33,4.59,47998,0,4305,,,9.85,N,N,28.981,0.57
289 Nenetta (A890 EA),2.876,0.2019,6.68,181.93,190.63,2.296,3.46,4.88,44000,0,4257,,,9.58,N,N,37.586,1.00
291 Alice (A890 HA),2.222,0.0931,1.86,161.59,332.08,2.015,2.43,3.31,47785,0,4651,,,11.51,N,N,10.456,0.42
292 Ludovica (A890 HB),2.53,0.0329,14.89,43.47,286.51,2.447,2.61,4.02,47998,0,3673,,,9.91,N,N,30.864,0.09
293 Brasilia (A890 KA),2.867,0.1029,15.59,61.10,87.49,2.572,3.16,4.85,41539,0,3496,,,10.21,N,N,57.486,1.44
294 Felicia (A890 NA),3.156,0.2330,6.26,135.70,186.27,2.421,3.89,5.61,42613,0,4486,,,10.25,N,N,51.865,0.51
295 Theresia (A890 QA),2.797,0.1674,2.70,275.88,148.34,2.329,3.27,4.68,45124,0,3747,,,10.00,N,N,28.340,0.34
297 Caecilia (A890 RA),3.167,0.1393,7.55,331.90,353.64,2.726,3.61,5.64,44829,0,4150,,,9.16,N,N,39.48,1.80
298 Baptistina (A890 RB),2.263,0.0963,6.29,8.15,134.79,2.046,2.48,3.41,47731,0,3402,,,11.29,N,N,21.135,0.37
299 Thora (A890 TA),2.434,0.0627,1.61,241.45,152.00,2.281,2.59,3.8,32892,0,4087,,,11.41,N,N,15.757,0.08
300 Geraldina (A890 TB),3.212,0.0595,0.73,42.83,322.06,3.021,3.40,5.76,44791,0,4377,,,9.82,N,N,67.373,0.09
301 Bavaria (A890 WA),2.726,0.0662,4.90,142.30,123.86,2.545,2.91,4.5,48227,0,4250,,,10.39,N,N,53.042,0.43
302 Clarissa (A890 VA),2.406,0.1102,3.41,7.73,55.14,2.141,2.67,3.73,47791,0,3717,,,11.14,N,N,38.53,3.10
303 Josephina (A891 CA),3.122,0.0565,6.89,343.65,67.41,2.946,3.30,5.52,48166,0,4133,,,8.96,N,N,124.923,0.95
304 Olga (A891 CB),2.403,0.2216,15.85,159.01,172.55,1.870,2.94,3.72,48103,0,4182,,,9.90,N,N,65.990,0.29
305 Gordonia (A891 DA),3.09,0.1963,4.45,207.46,260.60,2.483,3.70,5.43,47565,0,3748,,,8.89,N,N,47.739,0.19
306 Unitas (A891 EA),2.358,0.1509,7.28,141.86,168.15,2.002,2.71,3.62,48136,0,4032,,,8.85,N,N,47.200,0.13
307 Nike (A891 EB),2.907,0.1439,6.12,100.94,323.95,2.489,3.33,4.96,48125,0,4135,,,10.11,N,N,61.313,0.79
308 Polyxo (A891 FA),2.75,0.0391,4.36,181.59,112.41,2.642,2.86,4.56,48141,0,4825,,,8.17,N,N,128.578,1.56
309 Fraternitas (A891 GA),2.665,0.1137,3.71,356.50,311.23,2.362,2.97,4.35,48077,0,4267,,,10.70,N,N,41.075,0.17
310 Margarita (A891 KA),2.76,0.1167,3.17,229.05,325.00,2.438,3.08,4.59,40193,0,4278,,,10.16,N,N,33.708,0.24
311 Claudia (A891 LA),2.898,0.0056,3.22,80.97,79.36,2.881,2.91,4.93,43972,0,4764,,,10.00,N,N,26.300,0.38
312 Pierretta (A891 QA),2.781,0.1604,9.04,6.20,262.18,2.335,3.23,4.64,47996,0,3940,,,8.85,N,N,46.191,0.41
313 Chaldaea (A891 QB),2.374,0.1819,11.65,176.57,315.82,1.942,2.81,3.66,47416,0,3950,,,9.09,N,N,71.183,17.77
314 Rosalia (A891 RA),3.16,0.1713,12.52,169.97,191.77,2.619,3.70,5.62,47992,0,4149,,,10.03,N,N,60.689,0.28
316 Goberta (A891 RC),3.181,0.1276,2.35,123.79,317.37,2.775,3.59,5.67,47986,0,4607,,,10.11,N,N,56.067,0.64
317 Roxane (A891 RD),2.287,0.0855,1.77,151.35,187.24,2.091,2.48,3.46,47921,0,4202,,,9.82,N,N,18.648,0.16
318 Magdalena (A891 SA),3.192,0.0850,10.66,161.49,295.42,2.921,3.46,5.7,47890,0,4369,,,9.51,N,N,85,
319 Leona (A891 TA),3.415,0.2160,10.57,184.87,227.18,2.677,4.15,6.31,47951,0,4083,,,10.22,N,N,49.943,0.48
320 Katharina (A891 TB),3.011,0.1163,9.39,219.76,148.47,2.660,3.36,5.22,42084,0,4043,,,10.81,N,N,23.362,0.47
321 Florentina (A891 TC),2.884,0.0474,2.59,40.21,35.06,2.747,3.02,4.9,47428,0,3927,,,10.16,N,N,27.974,0.10
322 Phaeo (A891 WB),2.784,0.2447,8.04,252.30,114.81,2.103,3.46,4.64,47902,0,3594,,,9.11,N,N,69.855,0.32
323 Brucia (A891 YB),2.382,0.2997,24.26,97.29,291.59,1.668,3.10,3.68,47748,0,3564,,,9.55,N,N,27.714,0.30
324 Bamberga (A892 DA),2.68,0.3413,11.10,327.85,44.14,1.766,3.60,4.39,47796,0,3626,,,7.12,N,N,220.691,1.44
325 Heidelberga (A892 EA),3.215,0.1513,8.57,344.21,70.74,2.729,3.70,5.77,47809,0,3716,,,8.76,N,N,75.72,1.70
326 Tamara (A892 FD),2.318,0.1896,23.72,32.17,238.52,1.878,2.76,3.53,47244,0,3605,,,9.34,N,N,93.00,1.70
327 Columbia (A892 FE),2.775,0.0609,7.14,354.75,308.20,2.606,2.94,4.62,47698,0,4986,,,10.03,N,N,30.291,4.05
328 Gudrun (A892 FF),3.108,0.1073,16.13,351.89,107.26,2.775,3.44,5.48,40688,0,3430,,,8.86,N,N,145.680,0.69
329 Svea (A892 FG),2.477,0.0253,15.88,178.45,57.95,2.415,2.54,3.9,47790,0,4470,,,9.66,N,N,81.057,0.50
331 Etheridgea (A892 GA),3.027,0.0959,6.04,21.85,334.02,2.737,3.32,5.27,47779,0,4081,,,9.81,N,N,74.92,2.70
332 Siri (A892 FH),2.772,0.0884,2.85,31.54,298.16,2.527,3.02,4.62,47702,0,4437,,,9.74,N,N,40.37,1.80
333 Badenia (A892 QA),3.132,0.1600,3.74,353.15,23.06,2.631,3.63,5.54,10548,0,3745,,,9.51,N,N,72.199,0.26
334 Chicago (A892 QB),3.894,0.0250,4.64,130.16,153.64,3.796,3.99,7.68,47592,0,4203,,,7.73,N,N,198.770,5.60
335 Roberta (A892 RB),2.476,0.1723,5.10,148.42,139.82,2.049,2.90,3.9,47626,0,4697,,,9.11,N,N,97.109,0.85
336 Lacadiera (A892 SA),2.252,0.0953,5.65,234.99,30.95,2.037,2.47,3.38,47609,0,4304,,,9.85,N,N,63.356,11.38
337 Devosa (A892 SB),2.384,0.1364,7.86,355.34,99.46,2.059,2.71,3.68,47603,0,3238,,,8.81,N,N,64.549,1.30
338 Budrosa (A892 SF),2.911,0.0182,6.04,287.31,109.21,2.858,2.96,4.97,47601,0,3611,,,8.60,N,N,50.506,0.48
339 Dorothea (A892 SC),3.012,0.0992,9.97,173.49,164.68,2.713,3.31,5.23,47548,0,4300,,,9.46,N,N,44.329,0.27
340 Eduarda (A892 SD),2.746,0.1171,4.67,26.95,43.09,2.424,3.07,4.55,47441,0,4016,,,10.01,N,N,28.025,0.46
341 California (A892 SE),2.2,0.1943,5.67,29.01,293.92,1.772,2.63,3.26,47549,0,4170,,,11.36,N,N,15.830,0.82
342 Endymion (A892 UA),2.567,0.1302,7.35,232.65,224.89,2.233,2.90,4.11,47485,0,4002,,,10.25,N,N,64.266,1.72
343 Ostara (A892 VA),2.411,0.2299,3.26,38.58,10.24,1.857,2.97,3.74,47461,0,3784,,,11.74,N,N,18.213,0.08
344 Desiderata (A892 WA),2.595,0.3140,18.35,48.00,237.49,1.780,3.41,4.18,47544,0,3350,,,8.36,N,N,124.181,2.52
345 Tercidina (A892 WB),2.325,0.0620,9.75,212.59,230.97,2.180,2.47,3.54,47463,0,3788,,,8.98,N,N,90.243,24.56
346 Hermentaria (A892 WC),2.797,0.1032,8.75,91.91,291.59,2.508,3.09,4.68,47505,0,3049,,,7.41,N,N,86.447,1.93
347 Pariana (A892 WD),2.616,0.1641,11.67,85.33,86.85,2.186,3.05,4.23,47519,0,4042,,,9.07,N,N,48.615,0.12
348 May (A892 WE),2.969,0.0714,9.76,89.90,13.43,2.757,3.18,5.12,47365,0,4371,,,9.44,N,N,82.82,2.20
349 Dembowska (A892 XB),2.923,0.0895,8.25,32.19,344.31,2.662,3.18,5,47490,0,3016,,,6.04,N,N,139.77,4.30
350 Ornamenta (A892 XC),3.107,0.1602,24.90,90.08,337.77,2.609,3.61,5.48,47440,0,3515,,,8.44,N,N,128.729,1.20
351 Yrsa (A892 YA),2.766,0.1560,9.21,99.19,31.76,2.334,3.20,4.6,47487,0,3653,,,9.09,N,N,39.720,0.44
352 Gisela (A893 AB),2.194,0.1494,3.38,247.22,144.44,1.866,2.52,3.25,47493,0,3886,,,10.18,N,N,26.744,0.79
353 Ruperto-Carola (A893 BB),2.735,0.3280,5.71,102.46,321.20,1.838,3.63,4.52,47435,0,4459,,,10.96,N,N,14.025,0.78
354 Eleonora (A893 BC),2.801,0.1115,18.36,140.25,7.52,2.489,3.11,4.69,47485,0,3202,,,6.45,N,N,148.970,0.42
355 Gabriella (A893 BD),2.538,0.1060,4.29,351.65,107.19,2.269,2.81,4.04,47483,0,3930,,,10.20,N,N,24.040,0.28
356 Liguria (A893 BE),2.755,0.2414,8.20,354.50,79.35,2.090,3.42,4.57,47360,0,3518,,,8.43,N,N,145.503,1.44
357 Ninina (A893 CB),3.151,0.0776,15.05,137.63,255.69,2.906,3.40,5.59,47447,0,4081,,,8.90,N,N,124.107,0.86
358 Apollonia (A893 EC),2.878,0.1530,3.56,172.14,252.37,2.438,3.32,4.88,47406,0,4638,,,9.20,N,N,90.116,0.81
359 Georgia (A893 ED),2.728,0.1567,6.77,6.00,337.92,2.300,3.16,4.51,47436,0,3620,,,9.35,N,N,43.89,4.20
360 Carlova (A893 EE),3.005,0.1737,11.74,132.20,289.97,2.483,3.53,5.21,47435,0,4172,,,8.57,N,N,129.125,2.83
361 Bononia (A893 EF),3.969,0.2105,12.61,18.78,68.03,3.134,4.80,7.91,47400,0,3416,,,8.45,N,N,154.334,5.41
362 Havnia (A893 EG),2.578,0.0447,8.06,27.31,31.39,2.463,2.69,4.14,47350,0,3814,,,9.18,N,N,98,
363 Padua (A893 FD),2.748,0.0725,5.95,64.71,296.05,2.549,2.95,4.56,11369,0,4825,,,9.08,N,N,97,
364 Isara (A893 FE),2.221,0.1490,6.00,105.51,313.15,1.890,2.55,3.31,47264,0,3923,,,9.81,N,N,25.901,0.67
365 Corduba (A893 FF),2.802,0.1562,12.80,185.14,215.45,2.365,3.24,4.69,47426,0,4413,,,9.25,N,N,86.773,0.36
366 Vincentina (A893 FG),3.143,0.0565,10.58,346.69,333.97,2.965,3.32,5.57,47345,0,4193,,,8.71,N,N,86.368,0.34
367 Amicitia (A893 KB),2.219,0.0963,2.94,83.44,55.42,2.005,2.43,3.31,42597,0,3841,,,10.72,N,N,21.243,0.63
368 Haidea (A893 KC),3.072,0.2013,7.80,226.30,95.53,2.453,3.69,5.38,42723,0,4307,,,10.00,N,N,69.277,0.20
369 Aeria (A893 NA),2.648,0.0972,12.72,94.14,269.99,2.391,2.91,4.31,47224,0,3673,,,8.70,N,N,73.767,1.07
370 Modestia (A893 NB),2.325,0.0907,7.86,290.90,68.39,2.114,2.54,3.54,47310,0,3716,,,10.72,N,N,38.093,0.11
371 Bohemia (A893 OA),2.727,0.0633,7.40,283.38,342.12,2.555,2.90,4.5,47306,0,3837,,,8.70,N,N,52.976,0.62
372 Palma (A893 QB),3.161,0.2529,23.79,327.24,115.19,2.362,3.96,5.62,47274,0,3200,,,7.41,N,N,173.642,2.84
373 Melusina (A893 RA),3.122,0.1378,15.38,3.63,349.06,2.692,3.55,5.52,44126,0,4193,,,9.17,N,N,98.695,0.95
374 Burgundia (A893 SA),2.78,0.0790,8.99,218.98,26.13,2.560,3.00,4.64,43470,0,4114,,,8.83,N,N,44.67,1.30
375 Ursula (A893 SB),3.126,0.1031,15.94,336.41,341.57,2.804,3.45,5.53,47228,0,3313,,,7.51,N,N,216,
376 Geometria (A893 SC),2.288,0.1728,5.43,301.96,316.66,1.893,2.68,3.46,45250,0,3884,,,9.53,N,N,35.465,0.05
377 Campania (A893 SD),2.691,0.0754,6.68,209.93,196.35,2.488,2.89,4.41,47228,0,4014,,,9.09,N,N,90.346,0.56
378 Holmia (A893 XA),2.777,0.1307,7.01,232.35,156.80,2.414,3.14,4.63,47096,0,4036,,,9.87,N,N,27.831,0.36
379 Huenna (A894 AA),3.143,0.1798,1.67,171.86,180.84,2.578,3.71,5.57,47131,0,5292,,,9.03,N,N,84.787,1.56
380 Fiducia (A894 AB),2.678,0.1128,6.16,95.02,240.21,2.376,2.98,4.38,46969,0,4211,,,9.57,N,N,67.508,2.46
381 Myrrha (A894 AC),3.222,0.0897,12.56,125.07,144.19,2.933,3.51,5.78,47063,0,4178,,,8.44,N,N,127.639,1.69
382 Dodona (A894 BB),3.121,0.1706,7.39,313.47,270.43,2.588,3.65,5.51,47049,0,4075,,,8.83,N,N,65.209,0.50
383 Janina (A894 BC),3.14,0.1684,2.66,92.77,324.61,2.611,3.67,5.56,47112,0,4552,,,9.98,N,N,43.482,0.47
384 Burdigala (A894 CA),2.652,0.1454,5.59,47.67,34.90,2.267,3.04,4.32,45177,0,3973,,,9.44,N,N,34.435,1.07
385 Ilmatar (A894 EA),2.846,0.1262,13.58,344.85,189.17,2.487,3.21,4.8,47035,0,3199,,,7.61,N,N,85.837,0.58
386 Siegena (A894 EB),2.899,0.1692,20.22,166.64,220.86,2.408,3.39,4.94,47078,0,4076,,,7.74,N,N,165.01,2.70
387 Aquitania (A894 EC),2.741,0.2352,18.11,128.21,157.54,2.097,3.39,4.54,47032,0,3429,,,7.59,N,N,100.51,2.90
388 Charybdis (A894 ED),3.003,0.0657,6.45,354.19,329.43,2.805,3.20,5.2,47074,0,3987,,,8.71,N,N,125.754,1.89
389 Industria (A894 EE),2.611,0.0657,8.11,282.14,266.31,2.439,2.78,4.22,47069,0,4187,,,7.93,N,N,74.378,1.88
390 Alma (A894 FA),2.651,0.1313,12.14,305.11,192.06,2.303,3.00,4.32,47055,0,3642,,,10.12,N,N,25.688,0.18
391 Ingeborg (A894 VB),2.32,0.3056,23.21,212.84,147.03,1.611,3.03,3.53,46819,0,3586,,,10.80,N,N,15.751,3.05
